Question,Answer,Score
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.679630578
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.679630578
??????? ?? ??????? ??? ???? ???? ????,??? ????? ????? ????? ?? ??? ??????? ????? ??????,0.6789608
??????? ?? ??????? ??? ???? ???? ????,????? ?? ????? ????? ????? ?? ????? ???????? ??????,0.676852047
??????? ?? ??????? ??? ???? ???? ????,?????? ?????? ???? ????? ??? ??????? ?? ???????? ????????,0.676772356
??????? ?? ??????? ??? ???? ???? ????,?? ????? ???? ???? ????,0.674990773
??????? ?? ??????? ??? ???? ???? ????,????????,0.674524963
??????? ?? ??????? ??? ???? ???? ????,??? ????? ?????,0.672955275
??????? ?? ??????? ??? ???? ???? ????,??? ????? ????? ????? ?? ??? ??????? ????? ??????,0.671805501
??????? ?? ??????? ??? ???? ???? ????,??? ????? ??? ??????? ????? ????,0.670734286
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.670627773
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.670627773
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.670627773
??????? ?? ??????? ??? ???? ???? ????,????? ????? ?????? ?????? ????,0.668689251
??????? ?? ??????? ??? ???? ???? ????,????????,0.66834271
??????? ?? ??????? ??? ???? ???? ????,???? ????? ??? ????? ??????? ???????? ????? ?????? ???? ????? ??? ??????,0.666655183
??????? ?? ??????? ??? ???? ???? ????,??? ????? ??? ????? ??? ????? ????????,0.665925384
??????? ?? ??????? ??? ???? ???? ????,??? ????? ?????,0.662732065
??????? ?? ??????? ??? ???? ???? ????,??? ??????? ?????? ????? ?????? ????? ????? ?????,0.66143471
??????? ?? ??????? ??? ???? ???? ????,??? ????? ???????,0.660497546
??????? ?? ??????? ??? ???? ???? ????,????? ????? ??????? ????? ????? ?? ???????,0.660111964
??????? ?? ??????? ??? ???? ???? ????,?????? ?? ???????? ??????? ??? ??????,0.658518314
??????? ?? ??????? ??? ???? ???? ????,???? ????? ??? ????? ??????? ???????? ????? ?????? ???? ????? ??? ??????,0.657169104
??????? ?? ??????? ??? ???? ???? ????,????? ??? ????? ????,0.655752659
??????? ?? ??????? ??? ???? ???? ????,??? ????? ??? ????? ??? ????? ????????,0.654976964
??????? ?? ??????? ??? ???? ???? ????,??? ????? ??? ????? ??? ????? ????????,0.653078437
??????? ?? ??????? ??? ???? ???? ????,????? ??????? ??????? ??????????? ?? ??????? ?????????? ???? ???? ?? ??????? ?????,0.652880192
??????? ?? ??????? ??? ???? ???? ????,??? ????? ???????,0.652463555
??????? ?? ??????? ??? ???? ???? ????,????? ????? ??????? ????? ????? ?? ???????,0.652055502
??????? ?? ??????? ??? ???? ???? ????,?????? ?????? ???? ????? ??? ??????? ?? ???????? ????????,0.650389552
??????? ?? ??????? ??? ???? ???? ????,?????? ?????? ???? ????? ??? ??????? ?? ???????? ????????,0.64958787
??????? ?? ??????? ??? ???? ???? ????,?????? ?? ??? ?????? ???? ??? ??????? ??????,0.649320841
??????? ?? ??????? ??? ???? ???? ????,???? ????? ??? ????? ??????? ???????? ????? ?????? ???? ????? ??? ??????,0.649246931
??????? ?? ??????? ??? ???? ???? ????,?? ???,0.648305058
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.648142219
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.648142219
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.648142219
??????? ?? ??????? ??? ???? ???? ????,??? ??? ???? ??? ?????????,0.646215618
??????? ?? ??????? ??? ???? ???? ????,????? ?? ?? ?? ????? ??????? ?????? ???????,0.645952225
??????? ?? ??????? ??? ???? ???? ????,??? ?????? ?? ?????? ??? ??????,0.64585495
??????? ?? ??????? ??? ???? ???? ????,???? ????? ??? ????? ??????? ???????? ????? ?????? ???? ????? ??? ??????,0.64517653
??????? ?? ??????? ??? ???? ???? ????,??? ?????? ??,0.644274771
??????? ?? ??????? ??? ???? ???? ????,??? ?????,0.643989325
??????? ?? ??????? ??? ???? ???? ????,??? ?????,0.643989325
??????? ?? ??????? ??? ???? ???? ????,????? ????? ??? ????? ??????,0.642717361
??????? ?? ??????? ??? ???? ???? ????,????? ?? ????? ????? ????? ?? ????? ???????? ??????,0.641126573
??????? ?? ??????? ??? ???? ???? ????,??? ?????? ?????? ????? ?????,0.63758409
??????? ?? ??????? ??? ???? ???? ????,????? ??? ????? ????,0.635953307
??????? ?? ??????? ??? ???? ???? ????,????? ??? ????? ????,0.635654032
??????? ?? ??????? ??? ???? ???? ????,?? ????? ???? ???? ????,0.635396838
??????? ?? ??????? ??? ???? ???? ????,?? ????? ???? ???? ????,0.633318067
??????? ?? ??????? ??? ???? ???? ????,???? ?????,0.631227016
??????? ?? ??????? ??? ???? ???? ????,????? ????? ????? ?????? ???? ?? ??????? ????????? ?????,0.629679322
??????? ?? ??????? ??? ???? ???? ????,??? ?? ???,0.629459083
??????? ?? ??????? ??? ???? ???? ????,??? ??? ???? ??? ?????????,0.623038471
??????? ?? ??????? ??? ???? ???? ????,????? ?? ????? ????? ????? ?? ????? ???????? ??????,0.621750832
??????? ?? ??????? ??? ???? ???? ????,????? ????? ?????? ?????? ?????,0.619990587
??????? ?? ??????? ??? ???? ???? ????,?? ???,0.61620605
??????? ?? ??????? ??? ???? ???? ????,????? ????? ??? ????? ??????,0.616114974
??????? ?? ??????? ??? ???? ???? ????,?? ????? ??????? ????? ?? ????? ????? ???????? ?????? ???????,0.615394473
??????? ?? ??????? ??? ???? ???? ????,???? ????? ??????,0.610515475
??????? ?? ??????? ??? ???? ???? ????,??? ???,0.610118687
??????? ?? ??????? ??? ???? ???? ????,??? ???,0.610118687
??????? ?? ??????? ??? ???? ???? ????,??? ???,0.610118687
??????? ?? ??????? ??? ???? ???? ????,?????? ?????? ???? ????? ??? ??????? ?? ???????? ????????,0.609826922
??????? ?? ??????? ??? ???? ???? ????,????? ??? ?? ????? ??????,0.608745575
??????? ?? ??????? ??? ???? ???? ????,??? ???,0.608528316
??????? ?? ??????? ??? ???? ???? ????,??? ???,0.608528316
??????? ?? ??????? ??? ???? ???? ????,??? ???,0.608528316
??????? ?? ??????? ??? ???? ???? ????,???? ????? ??????,0.607915044
??????? ?? ??????? ??? ???? ???? ????,?? ???? ????????,0.607595563
??????? ?? ??????? ??? ???? ???? ????,????????,0.607002378
??????? ?? ??????? ??? ???? ???? ????,????? ????? ?????? ?????? ?????,0.60617733
??????? ?? ??????? ??? ???? ???? ????,??? ?????? ?? ?????? ??? ??????,0.606011093
??????? ?? ??????? ??? ???? ???? ????,??? ????? ??????,0.60504353
??????? ?? ??????? ??? ???? ???? ????,???? ????? ??? ????? ??????? ???????? ????? ?????? ???? ????? ??? ??????,0.60182184
??????? ?? ??????? ??? ???? ???? ????,?? ???,0.601032257
??????? ?? ??????? ??? ???? ???? ????,?? ????? ??????? ????? ?? ????? ????? ???????? ?????? ???????,0.60005641
??????? ?? ??????? ??? ???? ???? ????,????? ?? ?? ?? ????? ??????? ?????? ???????,0.598235428
??????? ?? ??????? ??? ???? ???? ????,????? ?? ?? ?? ????? ??????? ?????? ???????,0.595184386
??????? ?? ??????? ??? ???? ???? ????,??? ????? ??????,0.590028465
??????? ?? ??????? ??? ???? ???? ????,??? ?????,0.588864386
??????? ?? ??????? ??? ???? ???? ????,??? ?????,0.588864386
??????? ?? ??????? ??? ???? ???? ????,?? ????? ??????? ????? ?? ????? ????? ???????? ?????? ???????,0.587247014
??????? ?? ??????? ??? ???? ???? ????,??? ????? ?????,0.585034609
??????? ?? ??????? ??? ???? ???? ????,??? ?????? ??,0.584323406
??????? ?? ??????? ??? ???? ???? ????,??? ?? ???,0.583945453
??????? ?? ??????? ??? ???? ???? ????,??? ????? ?????,0.582255244
??????? ?? ??????? ??? ???? ???? ????,????? ????? ?????? ?????? ?????,0.579580486
??????? ?? ??????? ??? ???? ???? ????,?? ????? ???? ???? ????,0.578564227
??????? ?? ??????? ??? ???? ???? ????,?? ???,0.578023732
??????? ?? ??????? ??? ???? ???? ????,?????? ?? ??? ?????? ???? ??? ??????? ??????,0.570177674
??????? ?? ??????? ??? ???? ???? ????,?? ????? ????? ?? ????? ??????? ?????,0.567212224
??????? ?? ??????? ??? ???? ???? ????,?? ????? ??????? ????? ?? ????? ????? ???????? ?????? ???????,0.561222315
??????? ?? ??????? ??? ???? ???? ????,??? ?????? ????? ?? ????? ????? ????? ???????? ???? ????? ??????? ?? ??????? ??????,0.561166167
??????? ?? ??????? ??? ???? ???? ????,??? ?? ???,0.559709609
??????? ?? ??????? ??? ???? ???? ????,??? ?????,0.557899177
??????? ?? ??????? ??? ???? ???? ????,??? ?????,0.557899177
??????? ?? ??????? ??? ???? ???? ????,????? ?? ?? ?? ????? ??????? ?????? ???????,0.557679713
??????? ?? ??????? ??? ???? ???? ????,????? ????? ??? ????? ??????,0.556804121
??????? ?? ??????? ??? ???? ???? ????,????????,0.553954124
??????? ?? ??????? ??? ???? ???? ????,?? ????? ????? ?? ????? ??????? ?????,0.548087358
??????? ?? ??????? ??? ???? ???? ????,?????? ?? ???????? ??????? ??? ??????,0.547066033
??????? ?? ??????? ??? ???? ???? ????,???? ????? ??????,0.544863105
??????? ?? ??????? ??? ???? ???? ????,??? ?????? ????? ?? ????? ????? ????? ???????? ???? ????? ??????? ?? ??????? ??????,0.543311357
??????? ?? ??????? ??? ???? ???? ????,????? ????? ??? ????? ??????,0.543063283
??????? ?? ??????? ??? ???? ???? ????,???? ?????,0.540232658
??????? ?? ??????? ??? ???? ???? ????,????? ????? ??? ????? ??????,0.539762259
??????? ?? ??????? ??? ???? ???? ????,??? ????? ??????,0.538414121
??????? ?? ??????? ??? ???? ???? ????,??? ?????? ????? ?? ????? ????? ????? ???????? ???? ????? ??????? ?? ??????? ??????,0.538202345
??????? ?? ??????? ??? ???? ???? ????,????? ?? ?? ?? ????? ??????? ?????? ???????,0.535392225
??????? ?? ??????? ??? ???? ???? ????,?????,0.5350402
??????? ?? ??????? ??? ???? ???? ????,?????,0.5350402
??????? ?? ??????? ??? ???? ???? ????,?? ????? ??????? ????? ?? ????? ????? ???????? ?????? ???????,0.531271458
??????? ?? ??????? ??? ???? ???? ????,??? ?????? ????? ?? ????? ????? ????? ???????? ???? ????? ??????? ?? ??????? ??????,0.528621912
??????? ?? ??????? ??? ???? ???? ????,?? ????? ???? ???? ????,0.526469767
??????? ?? ??????? ??? ???? ???? ????,???? ?????,0.520224035
??????? ?? ??????? ??? ???? ???? ????,?????,0.519663572
??????? ?? ??????? ??? ???? ???? ????,?????,0.519663572
??????? ?? ??????? ??? ???? ???? ????,?? ????? ????? ?? ????? ??????? ?????,0.518588543
??????? ?? ??????? ??? ???? ???? ????,??? ?????? ????? ?? ????? ????? ????? ???????? ???? ????? ??????? ?? ??????? ??????,0.515546262
??????? ?? ??????? ??? ???? ???? ????,??? ?? ???,0.513066232
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.510491133
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.510491133
??????? ?? ??????? ??? ???? ???? ????,????? ?? ???,0.510491133
??????? ?? ??????? ??? ???? ???? ????,?? ????? ????? ?? ????? ??????? ?????,0.493709147
??????? ?? ??????? ??? ???? ???? ????,???? ?????,0.488651216
??????? ?? ??????? ??? ???? ???? ????,??? ????? ??????,0.475862026
??????? ?? ??????? ??? ???? ???? ????,???? ????? ??????,0.471355647
??????? ?? ??????? ??? ???? ???? ????,???? ????? ??????,0.468872577
??????? ?? ??????? ??? ???? ???? ????,?????,0.459062874
??????? ?? ??????? ??? ???? ???? ????,?????,0.459062874
??????? ?? ??????? ??? ???? ???? ????,??? ???,0.454377711
??????? ?? ??????? ??? ???? ???? ????,??? ???,0.454377711
??????? ?? ??????? ??? ???? ???? ????,??? ???,0.454377711
??????? ?? ??????? ??? ???? ???? ????,??? ????? ??????,0.452097565
??????? ?? ??????? ??? ???? ???? ????,?? ???,0.427025378
??????? ?? ??????? ??? ???? ???? ????,?? ????? ????? ?? ????? ??????? ?????,0.426622212
??????? ?? ??????? ??? ???? ???? ????,?????,0.426584303
??????? ?? ??????? ??? ???? ???? ????,?????,0.426584303
??????? ?? ??????? ??? ???? ???? ????,?????,0.41021201
??????? ?? ??????? ??? ???? ???? ????,?????,0.41021201
??????? ?? ??????? ??? ???? ???? ????,,0.170920372
??????? ?? ??????? ??? ???? ???? ????,,0.162518606
??????? ?? ??????? ??? ???? ???? ????,,0.161668062
??????? ?? ??????? ??? ???? ???? ????,,0.145876586
??????? ?? ??????? ??? ???? ???? ????,,0.113118216
???? ????? ?????? ?? ??? ????????,??????? ????? ??? ?? ??????? ??????,0.941857696
???? ????? ?????? ?? ??? ????????,??????? ?? ?? ????? ??????? ????????,0.908793449
???? ????? ?????? ?? ??? ????????,??????? ?? ?? ????? ??????? ????????,0.90583539
???? ????? ?????? ?? ??? ????????,??????? ?? ?? ????? ??????? ????????,0.889787078
???? ????? ?????? ?? ??? ????????,?????? ???? ??????? ??????? ???????? ????? ??????,0.884688377
???? ????? ?????? ?? ??? ????????,??? ??? ??????? ???????? ??? ????? ???????,0.876424909
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ?????? ?? ?????? ?????? ?? ??????,0.870414317
???? ????? ?????? ?? ??? ????????,??????? ????? ??? ?? ?????? ???????,0.867011547
???? ????? ?????? ?? ??? ????????,??????? ????? ???? ??????? ??????,0.865951598
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ??????,0.865601063
???? ????? ?????? ?? ??? ????????,??????? ????? ???? ??????? ??????,0.859045386
???? ????? ?????? ?? ??? ????????,??????? ????? ??? ?? ?????? ???????,0.858980656
???? ????? ?????? ?? ??? ????????,??????? ????? ??? ?? ??????? ??????,0.858501554
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ??????? ?? ?????,0.857809782
???? ????? ?????? ?? ??? ????????,??? ????? ?? ?????? ??????,0.855111003
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ?????? ?? ?????? ?????? ?? ??????,0.853740692
???? ????? ?????? ?? ??? ????????,??? ??? ??????? ???????? ??? ????? ???????,0.850527525
???? ????? ?????? ?? ??? ????????,??????? ????? ???? ?????? ??????? ???????,0.847709298
???? ????? ?????? ?? ??? ????????,??????? ????? ??? ?? ??????? ??????,0.84641552
???? ????? ?????? ?? ??? ????????,??????? ????? ???? ?????? ??????? ???????,0.8460145
???? ????? ?????? ?? ??? ????????,??????? ?? ?? ????? ??????? ????????,0.843921065
???? ????? ?????? ?? ??? ????????,??????? ????? ??? ?? ?????? ???????,0.843750656
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ??? ?? ??? ?????? ?????????,0.843665242
???? ????? ?????? ?? ??? ????????,??????? ?? ?? ????? ??????? ????????,0.842674613
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ??? ?? ????? ?????? ??????,0.841190457
???? ????? ?????? ?? ??? ????????,??????? ????? ???? ?????? ??????? ???????,0.840701342
???? ????? ?????? ?? ??? ????????,??????? ????? ???? ??????? ??????,0.840379298
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ??????,0.838692188
???? ????? ?????? ?? ??? ????????,??????? ????? ??? ?? ?????? ???????,0.838445544
???? ????? ?????? ?? ??? ????????,??????? ????? ??? ?? ??????? ??????,0.837474465
???? ????? ?????? ?? ??? ????????,??? ??? ??????? ???????? ??? ????? ???????,0.837190151
???? ????? ?????? ?? ??? ????????,????? ?? ??????? ?? ??????? ???????? ???????? ????? ?? ?????? ?????? ?? ?????? ??????? ?????,0.836272001
???? ????? ?????? ?? ??? ????????,??????? ????? ???? ??????? ??????,0.834365368
???? ????? ?????? ?? ??? ????????,??? ?????? ?? ??? ???????? ??????,0.834053993
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ???? ?????? ?????? ????? ?? ??????? ???????,0.832309723
???? ????? ?????? ?? ??? ????????,?? ????? ????? ??????? ?????? ????? ?????? ??????? ?????? ??????? ????,0.830116391
???? ????? ?????? ?? ??? ????????,??? ?????? ?? ??? ???????? ??????,0.830044031
???? ????? ?????? ?? ??? ????????,??? ??? ??????? ???????? ??? ????? ???????,0.829463899
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ??? ?? ???????? ??? ??????,0.828134894
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ?????? ?? ?????? ?????? ?? ??????,0.826635063
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ??? ?? ????? ?????? ??????,0.825972438
???? ????? ?????? ?? ??? ????????,?? ????? ????? ??????? ?????? ????? ?????? ??????? ?????? ??????? ????,0.825658083
???? ????? ?????? ?? ??? ????????,??? ???????,0.825057983
???? ????? ?????? ?? ??? ????????,?????? ???? ??????? ??????? ???????? ????? ??????,0.824609041
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ??? ?? ??? ?????? ?????????,0.823227406
???? ????? ?????? ?? ??? ????????,?? ????? ????? ??? ?????? ?????? ??????? ???? ???? ????? ???????? ?? ??????? ???????,0.823104382
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ??? ?? ??? ?????? ?????????,0.822546482
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ???? ?????? ????? ?? ?????? ??????,0.822373867
???? ????? ?????? ?? ??? ????????,????? ?? ??????? ?? ??????? ???????? ???????? ????? ?? ?????? ?????? ?? ?????? ??????? ?????,0.822116971
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ??? ?? ??? ?????? ?????????,0.821307182
???? ????? ?????? ?? ??? ????????,?? ????? ????? ??????? ?????? ????? ?????? ??????? ?????? ??????? ????,0.821019948
???? ????? ?????? ?? ??? ????????,??????? ????? ???? ??????? ??????,0.820568323
???? ????? ?????? ?? ??? ????????,?? ????? ????? ??????? ?????? ????? ?????? ??????? ?????? ??????? ????,0.820357919
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ??? ?? ???????? ??? ??????,0.819980621
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ???? ?????? ????? ?? ?????? ??????,0.819649518
???? ????? ?????? ?? ??? ????????,??? ?????? ????? ??? ????? ??????? ?? ??????? ???????,0.819358051
???? ????? ?????? ?? ??? ????????,??? ??? ??????? ???????? ??? ????? ???????,0.819318056
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ???? ?????? ?????? ????? ?? ??????? ???????,0.818542719
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ??????? ?? ?????,0.818378508
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ??????? ?? ?????,0.818034232
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ???? ?????? ?????? ????? ?? ??????? ???????,0.817626715
???? ????? ?????? ?? ??? ????????,??? ????? ???????,0.815932631
???? ????? ?????? ?? ??? ????????,???????,0.814304471
???? ????? ?????? ?? ??? ????????,??? ?????,0.812705517
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ????? ???????,0.812230527
???? ????? ?????? ?? ??? ????????,??? ???????,0.812034249
???? ????? ?????? ?? ??? ????????,??? ?????? ?? ?????? ??? ????? ??????,0.811615646
???? ????? ?????? ?? ??? ????????,??????? ????? ??? ?? ?????? ???????,0.811576247
???? ????? ?????? ?? ??? ????????,??? ?????? ????? ??? ????? ??????? ?? ??????? ???????,0.81115222
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ??????? ?? ?????,0.810795069
???? ????? ?????? ?? ??? ????????,?? ????? ????? ??? ?????? ?????? ??????? ???? ???? ????? ???????? ?? ??????? ???????,0.810369372
???? ????? ?????? ?? ??? ????????,???????,0.810068369
???? ????? ?????? ?? ??? ????????,??? ????? ???????,0.80945611
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ??????,0.80752027
???? ????? ?????? ?? ??? ????????,??? ?????,0.806192994
???? ????? ?????? ?? ??? ????????,??????? ????? ?? ??????? ?? ????? ????? ????????,0.805531263
???? ????? ?????? ?? ??? ????????,??? ???? ?????? ???? ???? ????? ???? ?????? ?????,0.80316633
???? ????? ?????? ?? ??? ????????,??? ?????? ?? ?????? ??? ????? ??????,0.802673697
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ????? ???????,0.802536011
???? ????? ?????? ?? ??? ????????,??? ????? ??????? ??? ??????? ??????? ?? ??????? ????????,0.802270055
???? ????? ?????? ?? ??? ????????,??????? ????? ???? ?????? ??????? ???????,0.801505804
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ????? ???????,0.801088929
???? ????? ?????? ?? ??? ????????,??????? ????? ??? ?? ??????? ??????,0.800412416
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ?????? ???? ??????,0.800253272
???? ????? ?????? ?? ??? ????????,??????? ????? ???? ?????? ??????? ???????,0.800156116
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ?????? ?? ?????? ?????? ?? ??????,0.798694253
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ????? ????? ??????,0.798388481
???? ????? ?????? ?? ??? ????????,?????? ??? ?? ??????? ?????? ?? ????? ?????? ??????? ?????? ???? ??? ????,0.797802567
???? ????? ?????? ?? ??? ????????,??????? ?????? ?? ?????? ???? ??????,0.797537565
???? ????? ?????? ?? ??? ????????,????? ??????? ????? ??? ?? ???????? ??? ??????,0.795933306
???? ????? ?????? ?? ??? ????????,????? ?? ??????? ?? ??????? ???????? ???????? ????? ?? ?????? ?????? ?? ?????? ??????? ?????,0.794678271
???? ????? ?????? ?? ??? ????????,?????? ??? ?? ??????? ?????? ?? ????? ?????? ??????? ?????? ???? ??? ????,0.79341805
???? ????? ?????? ?? ??? ????????,??????? ??????? ????? ???????,0.79333216
